order_id,customer_id,order_ts,status,channel,currency
1804,435,2023-10-22,REFUNDED,STORE,GBP
1805,760,2023-01-16,paid,WEB,GBP
1806,431,2024-03-20,Paid,MOBILE,USD
1807,178,2023-08-23,CANCELLED,WEB,GBP
1808,208,2024-02-05,Paid,MOBILE,USD
1809,515,2024-03-07,REFUNDED,STORE,USD
1810,960,2023-03-05,paid,STORE,EUR
1811,553,2023-10-15,CANCELLED,STORE,USD
1812,43,2023-04-30,paid,WEB,GBP
1813,510,2024-03-26,Paid,MOBILE,USD
1814,5,2024-03-24,PAID,WEB,USD
1815,849,2023-08-15,Paid,STORE,USD
1816,618,2023-05-23,REFUNDED,MOBILE,USD
1817,139,2023-05-29,paid,WEB,USD
1818,193,2023-04-20,CANCELLED,MOBILE,EUR
1819,903,2023-07-10,Paid,STORE,USD
1820,49,2023-06-20,PAID,MOBILE,USD
1821,121,2023-01-25,REFUNDED,STORE,EUR
1822,864,2023-07-20,Paid,WEB,USD
1823,727,2023-03-28,CANCELLED,STORE,EUR
1824,905,2023-04-08,REFUNDED,STORE,GBP
1825,607,2023-09-08,Paid,WEB,USD
1826,939,2023-05-22,CANCELLED,STORE,GBP
1827,159,2024-01-22,PAID,STORE,GBP
1828,373,2023-06-25,Paid,WEB,USD
1829,930,2023-06-08,REFUNDED,MOBILE,GBP
1830,765,2023-06-09,REFUNDED,MOBILE,GBP
1831,370,2024-03-22,paid,STORE,GBP
1832,664,2023-05-09,CANCELLED,STORE,USD
1833,725,2024-03-16,PAID,MOBILE,EUR
1834,419,2023-07-19,PAID,WEB,GBP
1835,418,2023-06-26,Paid,STORE,USD
1836,138,2023-05-25,paid,WEB,EUR
1837,212,2023-02-21,Paid,WEB,GBP
1838,910,2023-01-31,Paid,WEB,EUR
1839,425,2024-02-04,CANCELLED,STORE,EUR
1840,197,2023-01-29,REFUNDED,WEB,USD
1841,375,2024-02-14,paid,STORE,EUR
1842,823,2023-12-16,paid,WEB,USD
1843,517,2024-03-14,paid,STORE,USD
1844,676,2023-09-25,PAID,MOBILE,EUR
1845,161,2023-12-06,REFUNDED,WEB,EUR
1846,936,2023-05-01,REFUNDED,STORE,GBP
1847,452,2024-01-06,CANCELLED,WEB,USD
1848,935,2023-01-02,CANCELLED,STORE,USD
1849,589,2023-03-26,CANCELLED,STORE,GBP
1850,2,2023-04-17,REFUNDED,STORE,GBP
1851,781,2023-07-09,paid,WEB,USD
1852,728,2023-02-05,REFUNDED,WEB,GBP
1853,832,2024-02-14,CANCELLED,MOBILE,GBP
1854,830,2024-03-21,Paid,WEB,USD
1855,553,2023-06-26,PAID,WEB,USD
1856,845,2023-01-08,PAID,MOBILE,USD
1857,220,2023-04-13,CANCELLED,WEB,EUR
1858,459,2023-02-03,REFUNDED,WEB,USD
1859,132,2023-07-13,PAID,MOBILE,USD
1860,799,2023-10-19,paid,MOBILE,USD
1861,230,2023-06-29,CANCELLED,STORE,USD
1862,703,2023-04-08,PAID,MOBILE,EUR
1863,889,2023-05-26,Paid,MOBILE,GBP
1864,135,2023-07-04,PAID,MOBILE,USD
1865,467,2023-06-07,PAID,WEB,USD
1866,328,2023-07-01,PAID,MOBILE,EUR
1867,132,2023-09-01,paid,STORE,USD
1868,363,2023-01-11,REFUNDED,STORE,EUR
1869,63,2023-08-06,REFUNDED,MOBILE,GBP
1870,658,2023-04-19,CANCELLED,MOBILE,USD
1871,203,2023-02-01,REFUNDED,STORE,USD
1872,118,2023-02-03,Paid,STORE,GBP
1873,483,2023-01-01,PAID,MOBILE,USD
1874,743,2023-12-13,CANCELLED,MOBILE,GBP
1875,396,2024-02-12,CANCELLED,STORE,EUR
1876,146,2023-12-31,paid,STORE,USD
1877,465,2024-02-11,REFUNDED,WEB,EUR
1878,233,2023-05-24,PAID,STORE,GBP
1879,264,2023-01-26,REFUNDED,STORE,EUR
1880,226,2023-06-29,Paid,WEB,GBP
1881,353,2024-02-10,Paid,WEB,EUR
1882,209,2023-05-01,CANCELLED,STORE,GBP
1883,206,2023-04-13,paid,WEB,USD
1884,336,2023-03-03,Paid,WEB,GBP
1885,885,2024-03-26,Paid,MOBILE,GBP
1886,76,2023-12-16,paid,MOBILE,GBP
1887,663,2023-08-26,PAID,WEB,GBP
1888,623,2024-02-02,CANCELLED,STORE,USD
1889,315,2023-04-26,paid,MOBILE,EUR
1890,126,2024-01-07,CANCELLED,WEB,GBP
1891,809,2024-03-06,paid,STORE,USD
1892,824,2023-07-14,paid,MOBILE,USD
1893,661,2023-10-15,REFUNDED,WEB,EUR
1894,355,2023-11-09,REFUNDED,WEB,GBP
1895,588,2023-03-24,paid,STORE,GBP
1896,76,2023-03-27,Paid,STORE,EUR
1897,847,2023-12-19,CANCELLED,STORE,EUR
1898,925,2024-01-16,PAID,MOBILE,GBP
1899,954,2023-02-18,PAID,WEB,USD
1900,701,2023-07-08,PAID,WEB,GBP
1901,146,2023-09-02,CANCELLED,WEB,USD
1902,538,2023-10-11,REFUNDED,STORE,EUR
1903,375,2024-02-08,REFUNDED,STORE,EUR
1904,654,2023-06-16,REFUNDED,WEB,USD
1905,206,2023-08-29,PAID,STORE,GBP
1906,513,2023-11-16,Paid,WEB,USD
1907,302,2023-02-11,REFUNDED,WEB,USD
1908,930,2024-01-30,PAID,MOBILE,USD
1909,926,2023-06-28,paid,MOBILE,EUR
1910,101,2023-10-11,PAID,STORE,EUR
1911,277,2024-03-18,paid,WEB,GBP
1912,896,2023-09-21,CANCELLED,STORE,USD
1913,922,2023-05-24,REFUNDED,WEB,EUR
1914,348,2024-01-18,paid,MOBILE,EUR
1915,35,2023-09-30,REFUNDED,STORE,GBP
1916,35,2023-11-25,REFUNDED,MOBILE,EUR
1917,295,2023-08-21,Paid,WEB,USD
1918,890,2024-02-12,paid,STORE,GBP
1919,708,2023-07-27,PAID,STORE,EUR
1920,250,2023-06-03,REFUNDED,STORE,GBP
1921,866,2023-03-01,paid,MOBILE,USD
1922,607,2023-10-26,paid,MOBILE,USD
1923,768,2024-03-12,REFUNDED,MOBILE,USD
1924,449,2023-10-19,REFUNDED,MOBILE,EUR
1925,369,2023-07-07,PAID,STORE,EUR
1926,443,2023-11-20,paid,WEB,EUR
1927,903,2023-04-13,REFUNDED,STORE,USD
1928,581,2023-01-27,REFUNDED,STORE,EUR
1929,593,2023-08-13,Paid,WEB,GBP
1930,214,2024-02-03,paid,MOBILE,GBP
1931,613,2023-03-08,PAID,MOBILE,GBP
1932,735,2024-03-12,CANCELLED,MOBILE,EUR
1933,145,2024-01-03,REFUNDED,STORE,GBP
1934,423,2023-03-21,REFUNDED,STORE,EUR
1935,835,2023-07-18,PAID,STORE,GBP
1936,659,2024-02-18,paid,MOBILE,USD
1937,273,2023-02-09,PAID,STORE,EUR
1938,602,2023-09-17,PAID,WEB,GBP
1939,701,2023-10-23,REFUNDED,WEB,EUR
1940,139,2023-04-20,CANCELLED,STORE,EUR
1941,148,2023-06-25,CANCELLED,STORE,GBP
1942,565,2024-01-22,REFUNDED,WEB,USD
1943,896,2023-04-12,CANCELLED,MOBILE,GBP
1944,310,2023-07-14,Paid,WEB,GBP
1945,358,2024-01-21,CANCELLED,STORE,EUR
1946,903,2023-01-05,CANCELLED,MOBILE,EUR
1947,195,2023-04-26,CANCELLED,MOBILE,GBP
1948,187,2024-02-01,PAID,STORE,EUR
1949,488,2023-09-16,CANCELLED,STORE,EUR
1950,970,2023-08-09,CANCELLED,MOBILE,EUR
1951,712,2023-08-04,CANCELLED,WEB,GBP
1952,490,2023-03-30,REFUNDED,STORE,GBP
1953,90,2023-03-03,PAID,WEB,USD
1954,280,2023-06-23,PAID,STORE,USD
1955,275,2024-03-20,CANCELLED,STORE,USD
1956,455,2023-11-13,Paid,MOBILE,GBP
1957,742,2024-01-10,paid,WEB,USD
1958,524,2023-08-30,paid,WEB,USD
1959,994,2023-12-24,PAID,MOBILE,USD
1960,381,2023-01-25,REFUNDED,WEB,GBP
1961,361,2023-01-08,REFUNDED,WEB,USD
1962,724,2023-05-09,Paid,STORE,GBP
1963,805,2023-12-29,CANCELLED,MOBILE,EUR
1964,241,2023-10-03,REFUNDED,WEB,GBP
1965,147,2023-01-16,Paid,STORE,EUR
1966,269,2023-07-21,PAID,STORE,USD
1967,206,2023-02-15,REFUNDED,MOBILE,GBP
1968,448,2023-12-20,paid,STORE,GBP
1969,918,2023-05-12,paid,STORE,EUR
1970,282,2024-03-17,CANCELLED,WEB,GBP
1971,129,2023-10-24,CANCELLED,WEB,EUR
1972,5,2023-06-14,Paid,WEB,EUR
1973,287,2023-12-12,CANCELLED,MOBILE,GBP
1974,174,2023-08-27,CANCELLED,STORE,GBP
1975,293,2023-10-04,REFUNDED,MOBILE,GBP
1976,8,2023-12-31,paid,WEB,EUR
1977,997,2023-05-02,PAID,WEB,USD
1978,667,2023-02-01,REFUNDED,WEB,USD
1979,309,2024-02-03,paid,MOBILE,USD
1980,26,2023-09-18,paid,WEB,USD
1981,426,2023-10-20,Paid,STORE,USD
1982,207,2023-07-14,CANCELLED,MOBILE,EUR
1983,890,2024-02-06,REFUNDED,WEB,USD
1984,227,2024-03-30,CANCELLED,WEB,USD
1985,724,2023-05-09,Paid,STORE,EUR
1986,33,2023-08-16,Paid,MOBILE,EUR
1987,510,2023-01-21,CANCELLED,MOBILE,EUR
1988,843,2023-05-24,Paid,STORE,EUR
1989,19,2023-10-04,paid,STORE,GBP
1990,626,2023-12-11,Paid,STORE,GBP
1991,519,2023-03-01,paid,STORE,EUR
1992,30,2024-01-12,REFUNDED,WEB,EUR
1993,464,2023-08-11,paid,WEB,GBP
1994,231,2024-03-04,paid,WEB,USD
1995,885,2024-02-15,PAID,STORE,GBP
1996,518,2023-03-25,PAID,MOBILE,GBP
1997,652,2023-10-11,Paid,MOBILE,USD
1998,690,2023-12-14,REFUNDED,STORE,EUR
1999,436,2023-11-26,REFUNDED,WEB,EUR
2000,235,2024-01-20,REFUNDED,WEB,USD
2001,293,2023-01-30,Paid,STORE,GBP
2002,829,2023-06-22,CANCELLED,STORE,USD
2003,762,2023-04-02,PAID,MOBILE,EUR
2004,867,2023-02-16,paid,STORE,EUR
2005,779,2023-12-13,REFUNDED,WEB,GBP
2006,744,2023-07-11,Paid,MOBILE,GBP
2007,44,2023-05-31,PAID,STORE,GBP
2008,347,2023-07-18,REFUNDED,MOBILE,GBP
2009,864,2023-04-13,PAID,WEB,USD
2010,37,2023-10-02,CANCELLED,WEB,GBP
2011,474,2023-12-11,CANCELLED,STORE,GBP
2012,147,2023-07-22,CANCELLED,WEB,USD
2013,959,2023-05-15,paid,WEB,GBP
2014,738,2023-12-10,REFUNDED,MOBILE,EUR
2015,361,2024-02-21,CANCELLED,MOBILE,GBP
2016,715,2023-10-12,Paid,WEB,USD
2017,361,2023-01-06,PAID,STORE,EUR
2018,923,2023-10-10,PAID,MOBILE,GBP
2019,236,2023-03-01,Paid,MOBILE,GBP
2020,336,2023-12-27,paid,STORE,GBP
2021,740,2023-12-02,paid,WEB,EUR
2022,958,2023-03-31,paid,WEB,USD
2023,577,2023-08-03,REFUNDED,STORE,USD
2024,272,2023-07-19,Paid,STORE,USD
2025,740,2023-11-07,CANCELLED,WEB,EUR
2026,134,2023-04-02,paid,WEB,GBP
2027,738,2023-07-18,Paid,WEB,GBP
2028,493,2023-01-19,Paid,STORE,GBP
2029,533,2023-09-16,paid,STORE,USD
2030,302,2023-01-31,Paid,WEB,GBP
2031,350,2024-01-30,CANCELLED,MOBILE,GBP
2032,162,2023-04-24,CANCELLED,STORE,EUR
2033,344,2023-11-16,REFUNDED,MOBILE,EUR
2034,199,2023-04-11,REFUNDED,STORE,GBP
2035,965,2024-02-09,Paid,MOBILE,USD
2036,599,2023-07-06,Paid,STORE,USD
2037,173,2023-03-31,paid,MOBILE,GBP
2038,382,2023-08-16,Paid,STORE,EUR
2039,318,2023-09-18,paid,MOBILE,EUR
2040,348,2023-03-05,PAID,STORE,EUR
2041,870,2023-07-29,PAID,MOBILE,EUR
2042,929,2023-04-23,CANCELLED,MOBILE,GBP
2043,493,2024-01-30,CANCELLED,WEB,USD
2044,476,2023-01-23,REFUNDED,MOBILE,EUR
2045,297,2023-11-23,CANCELLED,STORE,USD
2046,505,2023-12-10,Paid,STORE,EUR
2047,451,2023-03-23,CANCELLED,WEB,EUR
2048,674,2023-08-12,PAID,STORE,EUR
2049,749,2023-01-24,PAID,WEB,EUR
2050,879,2023-12-01,paid,MOBILE,USD
2051,780,2023-06-12,PAID,STORE,GBP
2052,368,2023-07-19,REFUNDED,MOBILE,EUR
2053,99,2023-10-29,PAID,STORE,USD
2054,365,2023-11-04,paid,STORE,GBP
2055,254,2023-12-25,Paid,STORE,GBP
2056,382,2023-08-06,Paid,STORE,GBP
2057,379,2023-05-28,paid,STORE,USD
2058,23,2023-10-09,CANCELLED,STORE,USD
2059,467,2023-03-10,REFUNDED,WEB,EUR
2060,660,2023-10-17,paid,STORE,USD
2061,845,2023-05-26,Paid,WEB,GBP
2062,909,2023-03-06,paid,STORE,EUR
2063,638,2023-10-11,Paid,STORE,GBP
2064,36,2023-10-17,paid,MOBILE,EUR
2065,241,2023-03-02,Paid,STORE,GBP
2066,730,2024-02-18,PAID,WEB,USD
2067,991,2023-08-27,PAID,WEB,GBP
2068,90,2023-12-26,paid,WEB,EUR
2069,911,2023-03-05,REFUNDED,MOBILE,EUR
2070,671,2023-07-18,REFUNDED,STORE,USD
2071,188,2023-01-16,Paid,WEB,GBP
2072,581,2023-04-24,CANCELLED,MOBILE,USD
2073,668,2023-12-17,CANCELLED,MOBILE,EUR
2074,194,2023-08-16,paid,WEB,EUR
2075,685,2023-06-28,PAID,WEB,GBP
2076,901,2023-01-18,CANCELLED,WEB,GBP
2077,351,2023-11-27,CANCELLED,WEB,GBP
2078,366,2023-05-12,CANCELLED,WEB,EUR
2079,165,2023-11-02,CANCELLED,STORE,EUR
2080,592,2023-05-25,Paid,MOBILE,GBP
2081,803,2023-05-22,paid,STORE,USD
2082,536,2024-01-01,PAID,WEB,EUR
2083,379,2023-08-04,Paid,WEB,USD
2084,864,2023-08-19,paid,STORE,USD
2085,693,2023-06-10,REFUNDED,STORE,EUR
2086,307,2023-10-21,Paid,MOBILE,EUR
2087,873,2023-11-29,Paid,MOBILE,USD
2088,535,2023-07-17,REFUNDED,MOBILE,USD
2089,584,2023-02-26,paid,MOBILE,USD
2090,545,2023-09-17,CANCELLED,STORE,EUR
2091,404,2023-01-27,paid,STORE,GBP
2092,304,2023-12-13,Paid,WEB,USD
2093,442,2023-08-15,REFUNDED,MOBILE,GBP
2094,676,2023-05-01,CANCELLED,WEB,EUR
2095,569,2023-01-13,CANCELLED,WEB,GBP
2096,313,2023-02-15,REFUNDED,STORE,GBP
2097,252,2023-04-13,paid,STORE,EUR
2098,231,2023-05-30,paid,MOBILE,USD
2099,291,2023-01-22,PAID,WEB,EUR
2100,895,2023-04-23,PAID,STORE,EUR
2101,486,2023-07-30,PAID,WEB,GBP
2102,383,2023-06-30,PAID,STORE,USD
2103,567,2024-01-14,Paid,STORE,EUR
2104,762,2023-05-12,CANCELLED,STORE,GBP
2105,565,2023-08-06,Paid,MOBILE,GBP
2106,124,2023-10-06,CANCELLED,MOBILE,EUR
2107,53,2023-06-08,REFUNDED,STORE,EUR
2108,104,2024-03-03,CANCELLED,STORE,USD
2109,321,2024-02-20,Paid,STORE,GBP
2110,604,2023-01-23,Paid,MOBILE,USD
2111,965,2023-07-11,PAID,MOBILE,GBP
2112,748,2023-05-13,PAID,WEB,GBP
2113,575,2024-01-09,paid,WEB,EUR
2114,252,2023-02-27,paid,STORE,EUR
2115,232,2023-05-23,Paid,MOBILE,EUR
2116,59,2023-11-07,Paid,MOBILE,EUR
2117,694,2023-01-07,CANCELLED,MOBILE,USD
2118,873,2023-04-02,paid,STORE,USD
2119,522,2024-01-26,paid,MOBILE,EUR
2120,731,2024-03-04,Paid,MOBILE,GBP
2121,110,2023-01-11,PAID,WEB,EUR
2122,688,2023-02-21,paid,MOBILE,EUR
2123,205,2023-10-31,paid,STORE,USD
2124,913,2023-04-28,CANCELLED,MOBILE,USD
2125,603,2023-07-09,REFUNDED,WEB,EUR
2126,665,2024-03-11,paid,MOBILE,GBP
2127,889,2024-03-15,PAID,MOBILE,EUR
2128,726,2023-06-16,REFUNDED,MOBILE,USD
2129,405,2023-06-28,PAID,MOBILE,EUR
2130,111,2023-03-10,REFUNDED,MOBILE,USD
2131,785,2023-04-08,CANCELLED,MOBILE,EUR
2132,547,2023-07-14,CANCELLED,WEB,EUR
2133,44,2024-01-23,Paid,MOBILE,EUR
2134,921,2023-05-08,REFUNDED,STORE,EUR
2135,348,2023-03-04,Paid,STORE,USD
2136,425,2023-12-16,paid,WEB,GBP
2137,155,2023-02-12,CANCELLED,STORE,GBP
2138,657,2024-02-03,Paid,STORE,USD
2139,420,2023-05-03,PAID,MOBILE,GBP
2140,892,2023-11-17,CANCELLED,STORE,GBP
2141,510,2024-03-14,REFUNDED,MOBILE,GBP
2142,455,2024-03-03,REFUNDED,MOBILE,GBP
2143,314,2023-07-24,REFUNDED,WEB,USD
2144,205,2023-01-10,CANCELLED,WEB,USD
2145,888,2024-03-19,PAID,MOBILE,GBP
2146,229,2023-04-19,REFUNDED,STORE,GBP
2147,551,2023-10-23,CANCELLED,MOBILE,EUR
2148,915,2023-04-03,REFUNDED,STORE,EUR
2149,529,2024-02-08,REFUNDED,STORE,EUR
2150,853,2023-08-02,PAID,WEB,EUR
2151,363,2023-12-19,PAID,WEB,EUR
2152,216,2023-04-14,REFUNDED,STORE,EUR
2153,984,2023-08-09,Paid,WEB,EUR
2154,634,2024-03-20,PAID,MOBILE,GBP
2155,904,2024-01-03,REFUNDED,STORE,GBP
2156,743,2023-07-16,PAID,STORE,GBP
2157,833,2023-12-09,PAID,MOBILE,USD
2158,462,2023-06-16,Paid,WEB,GBP
2159,189,2023-08-03,Paid,WEB,EUR
2160,858,2023-10-12,Paid,WEB,EUR
2161,981,2024-03-27,CANCELLED,MOBILE,GBP
2162,82,2023-04-18,REFUNDED,WEB,USD
2163,367,2023-10-07,CANCELLED,STORE,USD
2164,214,2023-06-11,REFUNDED,MOBILE,GBP
2165,148,2023-05-20,Paid,WEB,USD
2166,559,2024-03-23,PAID,WEB,EUR
2167,293,2023-11-23,Paid,MOBILE,USD
2168,136,2023-01-16,paid,MOBILE,USD
2169,779,2023-11-11,PAID,MOBILE,USD
2170,516,2023-03-28,Paid,WEB,GBP
2171,820,2023-10-05,PAID,STORE,GBP
2172,769,2023-10-27,paid,MOBILE,USD
2173,136,2023-04-08,REFUNDED,STORE,USD
2174,10,2023-01-31,CANCELLED,MOBILE,USD
2175,30,2023-06-03,CANCELLED,STORE,GBP
2176,232,2023-06-21,paid,MOBILE,GBP
2177,981,2023-06-29,REFUNDED,WEB,USD
2178,102,2023-06-28,REFUNDED,STORE,EUR
2179,753,2023-02-03,Paid,MOBILE,EUR
2180,490,2023-11-13,PAID,MOBILE,USD
2181,15,2024-03-08,Paid,MOBILE,EUR
2182,287,2023-11-02,Paid,WEB,GBP
2183,766,2023-08-09,paid,WEB,EUR
2184,763,2023-01-12,CANCELLED,WEB,EUR
2185,451,2023-10-04,PAID,MOBILE,GBP
2186,387,2023-11-17,CANCELLED,STORE,USD
2187,676,2023-01-26,REFUNDED,MOBILE,GBP
2188,633,2023-08-21,PAID,STORE,USD
2189,503,2023-01-14,Paid,MOBILE,GBP
2190,640,2024-01-31,CANCELLED,WEB,EUR
2191,217,2023-08-04,REFUNDED,WEB,GBP
2192,668,2023-06-16,paid,WEB,USD
2193,30,2023-12-10,CANCELLED,MOBILE,EUR
2194,511,2023-07-31,Paid,WEB,GBP
2195,686,2023-07-08,CANCELLED,STORE,EUR
2196,565,2024-02-05,CANCELLED,WEB,EUR
2197,825,2023-06-17,CANCELLED,WEB,USD
2198,881,2024-02-02,PAID,MOBILE,USD
2199,809,2023-08-30,PAID,WEB,USD
2200,274,2023-07-16,Paid,WEB,EUR
2201,840,2024-01-18,PAID,WEB,EUR
2202,678,2023-01-09,PAID,STORE,USD
2203,802,2024-02-11,paid,WEB,EUR
2204,583,2023-05-05,CANCELLED,MOBILE,EUR
2205,606,2023-11-27,Paid,STORE,USD
2206,863,2024-03-02,PAID,STORE,EUR
2207,838,2023-02-26,paid,WEB,GBP
2208,941,2024-02-26,paid,WEB,USD
2209,658,2023-03-16,Paid,MOBILE,EUR
2210,561,2023-06-26,REFUNDED,MOBILE,GBP
2211,453,2023-01-04,REFUNDED,STORE,EUR
2212,768,2023-01-05,REFUNDED,MOBILE,GBP
2213,101,2023-08-19,PAID,WEB,EUR
2214,393,2023-03-04,Paid,MOBILE,USD
2215,652,2023-06-30,REFUNDED,STORE,EUR
2216,141,2023-06-28,REFUNDED,STORE,GBP
2217,596,2024-02-12,Paid,STORE,GBP
2218,567,2023-12-28,Paid,MOBILE,GBP
2219,173,2023-01-02,Paid,STORE,GBP
2220,392,2023-01-09,Paid,MOBILE,GBP
2221,569,2023-04-10,REFUNDED,STORE,EUR
2222,157,2023-03-31,PAID,WEB,USD
2223,185,2023-09-01,CANCELLED,MOBILE,EUR
2224,878,2023-12-23,paid,MOBILE,EUR
2225,251,2023-04-25,Paid,MOBILE,USD
2226,751,2023-09-28,paid,WEB,EUR
2227,569,2024-01-31,CANCELLED,MOBILE,GBP
2228,320,2024-03-30,REFUNDED,MOBILE,USD
2229,124,2023-01-22,PAID,MOBILE,EUR
2230,170,2023-06-01,Paid,MOBILE,EUR
2231,709,2023-07-12,CANCELLED,WEB,USD
2232,627,2024-03-14,PAID,MOBILE,USD
2233,884,2023-06-25,REFUNDED,STORE,EUR
2234,538,2024-03-31,Paid,STORE,EUR
2235,395,2023-09-22,CANCELLED,STORE,EUR
2236,757,2023-06-29,CANCELLED,WEB,USD
2237,947,2023-02-05,paid,WEB,EUR
2238,738,2023-04-13,CANCELLED,MOBILE,EUR
2239,76,2023-06-08,PAID,WEB,EUR
2240,987,2023-06-20,REFUNDED,MOBILE,USD
2241,559,2023-01-28,paid,MOBILE,GBP
2242,80,2024-03-27,Paid,WEB,GBP
2243,889,2024-01-17,paid,MOBILE,GBP
2244,422,2023-04-17,PAID,STORE,EUR
2245,663,2024-01-27,CANCELLED,WEB,GBP
2246,956,2023-02-11,REFUNDED,STORE,GBP
2247,790,2023-09-04,paid,STORE,USD
2248,285,2023-03-06,Paid,WEB,USD
2249,673,2024-02-26,CANCELLED,MOBILE,GBP
2250,272,2023-08-06,paid,STORE,EUR
2251,794,2023-12-13,REFUNDED,MOBILE,GBP
2252,639,2024-03-24,Paid,WEB,USD
2253,191,2023-12-12,REFUNDED,STORE,USD
2254,628,2023-02-05,REFUNDED,MOBILE,EUR
2255,852,2023-11-29,Paid,MOBILE,USD
2256,747,2023-01-26,CANCELLED,WEB,EUR
2257,126,2023-04-18,REFUNDED,WEB,USD
2258,568,2023-07-26,CANCELLED,STORE,USD
2259,623,2023-01-10,REFUNDED,WEB,EUR
2260,570,2023-07-01,CANCELLED,MOBILE,USD
2261,78,2023-03-14,paid,WEB,GBP
2262,1,2023-07-25,REFUNDED,WEB,EUR
2263,614,2023-10-06,paid,WEB,EUR
2264,125,2024-02-20,PAID,STORE,EUR
2265,889,2023-08-05,REFUNDED,MOBILE,GBP
2266,564,2023-04-18,PAID,MOBILE,EUR
2267,497,2023-04-30,CANCELLED,MOBILE,USD
2268,289,2023-04-18,CANCELLED,WEB,GBP
2269,190,2023-08-04,Paid,WEB,USD
2270,872,2023-10-11,PAID,MOBILE,GBP
2271,431,2023-11-30,CANCELLED,WEB,GBP
2272,1,2024-01-27,REFUNDED,STORE,EUR
2273,296,2023-04-20,REFUNDED,MOBILE,USD
2274,674,2023-11-02,paid,MOBILE,USD
2275,414,2023-12-31,paid,WEB,EUR
2276,4,2023-11-10,PAID,WEB,GBP
2277,795,2023-09-14,PAID,WEB,USD
2278,102,2023-01-28,CANCELLED,STORE,EUR
2279,832,2023-11-08,REFUNDED,WEB,EUR
2280,582,2023-02-09,Paid,MOBILE,USD
2281,536,2023-04-13,PAID,WEB,USD
2282,252,2023-09-04,CANCELLED,WEB,EUR
2283,702,2023-09-27,Paid,WEB,USD
2284,490,2023-06-01,REFUNDED,WEB,GBP
2285,106,2023-05-23,Paid,MOBILE,USD
2286,343,2023-02-19,paid,MOBILE,EUR
2287,36,2023-05-24,PAID,MOBILE,GBP
2288,575,2023-09-06,Paid,STORE,EUR
2289,615,2023-06-04,PAID,MOBILE,GBP
2290,474,2023-07-09,CANCELLED,STORE,EUR
2291,850,2023-08-17,REFUNDED,WEB,EUR
2292,197,2023-08-16,REFUNDED,WEB,GBP
2293,439,2024-03-28,REFUNDED,WEB,GBP
2294,399,2023-02-12,PAID,STORE,EUR
2295,563,2024-02-09,CANCELLED,WEB,GBP
2296,92,2023-06-13,CANCELLED,STORE,GBP
2297,879,2024-01-11,PAID,STORE,USD
2298,956,2023-06-22,CANCELLED,STORE,EUR
2299,740,2023-02-14,CANCELLED,MOBILE,USD
2300,422,2023-01-25,REFUNDED,STORE,GBP
2301,897,2023-11-28,Paid,STORE,GBP
2302,205,2023-01-09,paid,STORE,EUR
2303,710,2023-02-17,PAID,WEB,USD
2304,651,2023-05-29,CANCELLED,WEB,USD
2305,411,2023-05-13,CANCELLED,WEB,USD
2306,776,2023-07-08,Paid,STORE,USD
2307,77,2023-04-27,paid,MOBILE,USD
2308,716,2024-01-09,PAID,STORE,GBP
2309,163,2024-03-22,PAID,WEB,EUR
2310,59,2023-03-02,PAID,STORE,USD
2311,560,2023-01-17,REFUNDED,STORE,GBP
2312,157,2024-01-26,paid,MOBILE,EUR
2313,552,2024-02-13,paid,WEB,EUR
2314,482,2023-08-22,paid,STORE,USD
2315,230,2023-04-08,REFUNDED,WEB,USD
2316,113,2023-11-17,Paid,STORE,USD
2317,746,2023-06-22,REFUNDED,MOBILE,GBP
2318,158,2023-04-06,paid,WEB,GBP
2319,960,2023-05-10,Paid,STORE,USD
2320,174,2023-04-09,REFUNDED,MOBILE,USD
2321,574,2023-12-08,Paid,STORE,EUR
2322,184,2023-05-23,REFUNDED,WEB,USD
2323,908,2023-05-14,Paid,MOBILE,EUR
2324,355,2023-10-02,REFUNDED,MOBILE,USD
2325,998,2023-09-25,CANCELLED,STORE,GBP
2326,165,2024-01-22,Paid,WEB,USD
2327,400,2024-01-31,paid,STORE,EUR
2328,70,2024-03-02,PAID,MOBILE,EUR
2329,712,2024-03-26,Paid,WEB,EUR
2330,87,2023-12-20,paid,STORE,EUR
2331,816,2023-08-15,PAID,MOBILE,GBP
2332,890,2023-05-25,Paid,STORE,EUR
2333,71,2024-02-22,CANCELLED,MOBILE,GBP
2334,80,2024-02-29,paid,WEB,GBP
2335,21,2023-09-10,CANCELLED,STORE,GBP
2336,978,2023-03-30,Paid,STORE,EUR
2337,247,2024-02-26,paid,WEB,EUR
2338,14,2023-07-01,REFUNDED,MOBILE,EUR
2339,987,2023-01-14,REFUNDED,STORE,EUR
2340,230,2023-04-30,REFUNDED,WEB,GBP
2341,141,2023-08-01,REFUNDED,MOBILE,EUR
2342,438,2024-03-06,REFUNDED,STORE,USD
2343,518,2023-10-15,REFUNDED,WEB,GBP
2344,840,2023-04-19,CANCELLED,WEB,GBP
2345,578,2024-03-09,Paid,STORE,EUR
2346,800,2023-12-29,REFUNDED,STORE,EUR
2347,588,2023-09-11,CANCELLED,MOBILE,GBP
2348,257,2023-09-14,Paid,STORE,USD
2349,370,2023-12-12,CANCELLED,WEB,USD
2350,272,2023-09-22,REFUNDED,MOBILE,USD
2351,93,2023-11-06,PAID,MOBILE,USD
2352,700,2024-03-07,paid,MOBILE,USD
