order_id,product_id,qty,unit_price,discount
8584,321,2,2312.4,12.38
1260,804,2,2409.46,17.34
4761,358,2,1498.68,5.86
981,567,4,840.47,26.84
2531,316,4,1616.8,24.45
6195,113,4,727.99,5.78
3072,479,2,1763.99,12.95
2387,980,2,901.65,49.04
4668,906,1,578.47,16.6
8581,436,4,1834.0,17.97
2153,620,1,818.16,38.66
1811,512,1,1328.53,26.53
9110,590,1,2325.52,49.11
8285,525,4,2343.18,18.57
4564,804,3,1407.66,41.08
3910,113,4,391.97,35.6
7976,196,3,570.7,19.63
1570,416,2,1388.92,26.87
2731,803,2,587.47,26.02
4036,516,1,574.53,8.56
8381,4,4,1346.12,39.3
1074,468,3,966.49,9.47
6502,322,3,809.84,32.41
7046,232,3,1605.62,21.8
2750,923,3,711.97,24.03
5558,823,4,1910.37,5.42
5883,329,4,597.99,48.3
3201,201,4,2000.41,48.8
1820,810,4,233.37,41.82
7364,16,3,1341.92,18.71
1019,10,1,2328.11,10.86
7508,386,2,,42.92
1286,480,2,2016.69,9.75
164,631,3,849.13,11.82
2973,623,4,1145.97,11.01
548,428,3,1706.72,17.97
3157,749,3,1677.14,3.67
8412,304,4,2406.51,36.12
3055,844,1,577.33,33.15
7007,639,2,1075.44,15.62
6132,228,2,77.43,1.08
4580,342,4,2281.67,47.48
2408,514,3,2164.72,0.19
9446,374,4,2486.84,39.43
6581,103,4,1300.93,31.71
8025,918,1,1022.54,19.01
3951,944,2,520.1,0.06
1351,225,1,407.06,0.33
8756,848,4,1532.22,46.35
6072,431,2,624.01,1.74
3259,367,4,50.28,2.64
2212,557,1,1648.81,48.14
3088,729,3,7.66,0.45
3688,485,1,2426.6,32.71
5102,771,3,1850.97,1.3
4564,998,4,1017.03,40.71
7699,702,3,914.3,46.39
2072,34,2,673.97,21.57
7376,17,2,2326.47,24.61
9320,678,3,2059.78,14.77
4393,426,3,406.16,8.14
9902,879,1,1235.22,31.86
9242,658,3,1951.57,36.08
9824,836,2,184.37,45.79
5621,619,3,142.73,24.71
2140,97,2,1806.73,29.83
3714,349,3,937.11,30.96
6957,597,1,1696.83,23.39
1107,691,3,1476.93,14.7
4951,125,2,437.54,47.21
3134,814,1,100.45,4.1
3933,103,2,552.33,28.66
4072,832,1,1979.68,27.1
7819,-5,4,1054.51,9.29
6205,561,2,1650.02,30.0
3970,475,1,2277.29,13.59
9270,804,3,2095.55,39.27
6542,266,2,402.02,29.36
1767,928,3,1675.53,34.42
1759,45,4,450.01,47.02
4095,156,4,1514.27,45.61
8238,76,1,276.82,10.91
6187,833,3,1220.05,25.96
50,306,2,1942.26,10.0
7690,42,3,2035.48,23.85
1322,244,2,1779.16,23.61
9717,835,1,782.14,18.81
1814,555,3,588.8,28.9
9768,835,1,452.84,37.88
3910,582,2,1080.34,44.65
5818,801,1,1625.43,9.19
7958,498,2,232.7,13.42
5395,870,1,2474.5,40.08
4243,693,1,1583.79,10.87
2692,11,1,105.51,0.81
9141,594,3,145.1,1.2
5427,641,4,1703.16,33.35
3280,551,1,105.02,1.15
9500,615,4,2358.19,44.16
256,817,3,1863.68,41.63
402,625,2,1174.64,42.43
8730,981,2,952.07,11.47
4113,798,3,682.23,43.78
5369,882,1,1271.64,30.79
3188,385,1,788.2,12.37
651,339,2,1362.74,24.98
6808,407,1,1592.84,44.16
5624,9,1,1071.86,47.41
9823,594,4,663.38,24.51
4290,722,1,1283.04,31.54
9640,300,2,525.25,19.78
2734,982,4,1215.93,28.82
9146,15,1,1205.37,29.13
24,869,4,126.56,36.31
9407,464,3,1643.71,18.2
9232,850,2,1629.6,36.76
2471,787,2,744.59,23.08
1958,806,4,781.22,45.24
7967,823,2,1940.51,10.44
5767,394,4,2408.75,27.74
5998,496,3,792.89,21.57
5498,81,1,296.02,5.68
3018,502,3,1404.68,26.5
4736,448,1,2007.43,21.77
3883,735,4,1208.63,30.07
4723,188,4,1480.78,28.93
2153,840,4,724.81,7.57
6582,899,4,566.15,36.55
8733,924,1,1763.41,6.19
2917,112,2,1109.85,21.12
8957,500,1,1076.48,48.49
6439,615,1,1646.73,42.44
8244,959,1,1026.39,34.31
3706,909,1,1112.22,38.45
6783,537,4,1505.41,41.18
7033,841,1,1566.3,22.66
4801,700,3,706.03,49.24
6107,870,1,1909.53,33.66
6612,381,3,477.67,0.35
8342,23,3,1301.18,6.42
3954,233,4,2028.23,37.28
4301,401,4,2016.25,12.57
6872,437,4,1390.76,41.21
8114,646,4,1396.39,44.14
3075,570,4,395.93,36.73
7802,5,2,113.52,8.5
8745,945,1,2241.34,12.87
7373,186,4,1275.92,31.96
9725,369,4,1459.62,12.9
1386,747,3,545.58,37.79
144,134,4,1399.52,10.92
5819,197,2,14.5,1.45
8438,29,4,1657.42,27.18
903,649,4,1210.07,44.82
3687,111,1,2448.21,41.27
4228,131,1,1498.85,26.32
5172,515,4,2273.83,21.27
3510,860,2,2062.56,28.26
3162,470,1,1357.74,4.34
8128,529,4,1017.26,32.39
1746,248,4,48.02,7.04
5258,535,3,1283.79,43.03
522,781,1,361.58,11.27
8517,844,3,2203.63,43.4
8062,134,2,1773.5,44.49
1223,226,1,1387.45,1.0
9241,602,1,2066.89,32.63
8165,870,3,1520.8,43.98
4563,672,3,1200.44,28.17
10,90,2,1894.11,6.91
1848,836,3,272.01,9.88
1268,745,4,1926.81,39.81
6832,12,4,337.31,37.12
6539,397,2,1422.83,30.37
5164,505,1,2105.28,32.69
3695,173,3,611.38,29.97
1611,936,2,2332.62,41.34
1172,82,1,1105.07,24.87
3550,315,1,1103.78,20.31
3055,446,3,1576.87,32.94
2339,500,2,19.47,4.58
4490,546,1,586.88,10.12
5900,314,1,1623.74,32.05
865,752,4,1006.49,20.62
9565,209,2,412.69,14.31
74,680,4,1332.85,45.36
988,653,2,1055.71,2.29
2476,794,4,1131.51,3.52
182,144,2,52.13,2.31
9621,961,3,904.42,22.68
8071,892,1,841.41,16.51
8073,465,2,677.26,22.82
6893,636,3,829.24,49.99
3877,657,3,199.28,28.93
8235,531,4,1040.4,13.03
495,397,2,245.73,31.25
2495,503,2,1063.99,49.41
7217,573,3,37.33,9.64
5591,873,3,248.03,10.41
8948,114,3,1449.31,13.44
4353,713,3,1993.85,18.75
8813,224,3,1087.02,23.35
315,944,4,796.99,39.21
1978,502,1,521.71,42.86
466,308,2,779.72,17.67
238,890,1,1074.86,41.66
8907,483,3,532.13,40.47
2559,868,1,1236.01,30.62
279,22,2,559.89,30.2
9678,225,3,495.69,8.32
4736,987,2,202.49,34.47
3222,867,1,2231.39,16.26
8944,279,1,390.56,8.12
5471,46,4,1563.2,43.24
6432,579,3,1292.12,25.02
8173,878,1,1774.47,24.35
6549,906,4,1341.88,17.12
245,303,3,234.34,19.29
2790,875,2,2300.93,33.18
2987,746,1,738.96,49.33
5731,628,1,160.61,16.16
9593,606,1,1437.44,40.96
8512,882,4,710.02,0.42
3730,613,3,983.56,30.28
7994,772,4,1913.18,18.07
4790,689,1,1288.24,8.57
7454,76,2,2060.64,37.81
34,828,2,1674.95,13.9
3605,102,4,2041.84,40.56
1602,757,1,2292.67,24.61
2949,342,4,941.77,16.68
1956,879,2,2167.92,19.99
6952,210,2,2038.6,0.31
352,227,4,1491.42,2.34
3361,96,4,1718.67,1.44
4164,141,4,1317.34,20.31
3802,664,1,2447.01,5.58
536,264,4,1758.02,26.3
915,748,1,2033.78,29.79
5287,853,1,2246.64,21.84
6856,174,4,184.95,40.29
5041,239,1,2142.23,20.88
1139,388,2,259.15,1.21
7742,171,2,1756.7,4.73
3672,65,4,1680.45,14.79
6550,472,3,442.01,26.74
4724,70,1,2230.66,41.21
3008,745,3,2087.91,46.15
1997,667,3,2498.27,47.79
4091,7,3,1356.53,47.61
3997,279,2,265.31,1.55
7295,160,4,2089.62,25.49
8690,838,1,1426.17,1.41
4680,771,-1,1715.06,13.32
3733,69,2,528.38,36.16
1112,469,3,835.5,36.79
971,631,4,595.92,4.55
464,345,4,1006.22,4.05
9307,704,1,1436.37,42.32
3567,764,1,1228.7,18.35
857,775,3,2369.38,43.23
2419,284,2,219.85,12.14
4843,441,4,2428.94,32.34
5143,880,4,1694.06,42.42
9654,471,1,2131.8,18.99
7303,941,2,1184.31,35.2
149,62,1,752.84,27.56
4517,102,1,1362.22,25.43
4177,577,1,776.35,18.69
409,814,4,2460.49,16.04
6907,90,3,512.25,17.26
9074,730,1,2358.77,7.39
1523,652,2,888.38,19.7
9913,668,2,2017.21,10.7
9573,267,3,854.17,10.29
1049,318,1,634.21,38.82
7038,172,1,1112.76,23.64
3242,530,1,78.73,6.05
7809,414,2,223.41,8.32
5575,363,3,1179.76,3.06
434,535,3,1067.17,25.27
9204,290,4,2443.9,29.74
2871,99,4,15.56,2.3
5246,544,2,1433.26,22.53
8281,869,4,2297.55,6.63
7211,99999,4,627.01,37.04
8946,407,2,209.97,24.86
8964,649,4,1828.97,29.37
3932,667,1,1613.31,28.47
5831,99,4,1845.37,1.53
9888,525,4,1454.55,46.44
5205,756,3,2075.99,18.32
2302,241,2,75.17,3.13
6919,35,1,2113.95,19.58
145,797,4,1875.79,38.47
1786,715,2,83.45,4.87
569,403,3,1463.59,11.54
7590,116,3,2409.78,47.44
7721,402,4,226.13,28.29
6182,316,4,153.55,39.69
5752,187,2,1884.38,3.82
959,840,4,1127.31,3.33
2899,22,4,713.65,33.75
463,46,1,1699.7,45.52
9122,605,1,186.0,46.18
9309,623,4,1107.14,22.38
8820,594,4,2087.71,43.33
3879,807,4,1866.03,27.09
9613,766,2,720.45,18.49
4795,497,3,1736.64,1.85
9750,238,2,633.81,37.11
2964,101,4,1210.53,18.73
4963,275,3,2263.07,17.23
1354,896,1,776.72,18.47
6862,90,4,798.06,47.85
0,69,2,495.9,31.43
3248,786,1,1894.05,34.73
8845,705,2,488.25,14.32
2968,299,1,2442.94,7.55
5254,75,3,2286.04,44.41
5715,455,4,1849.22,40.32
9352,938,3,1652.99,26.96
3474,126,-3,1322.64,28.6
3773,890,3,702.4,29.76
3745,894,3,2064.06,45.9
9256,873,2,2185.61,34.42
2773,537,1,1805.09,6.18
6008,56,3,771.96,17.09
973,363,1,1272.39,33.77
4243,640,2,1302.13,10.73
583,512,3,1125.5,16.31
2752,467,2,1856.01,28.48
132,515,1,1335.98,45.93
4588,351,1,1056.6,9.09
3211,860,3,1700.41,5.3
201,693,1,1324.88,9.01
237,476,4,2095.16,46.73
7343,785,2,1415.86,20.12
8694,254,3,309.62,7.36
1461,541,4,444.65,35.63
6802,908,3,1531.0,33.62
9217,302,1,1682.43,22.56
6516,410,3,551.02,22.72
8443,851,1,1397.38,37.82
9272,177,4,1249.49,36.02
3899,32,3,1962.71,45.18
5043,803,4,114.77,0.48
5254,505,3,825.16,32.01
3697,465,1,389.53,24.75
2138,249,3,945.44,7.12
7992,705,4,1259.69,23.75
8806,510,2,1231.72,0.97
1476,303,2,655.74,3.72
3291,23,1,2409.82,5.12
8585,720,4,2470.84,43.24
6668,938,4,306.22,46.94
2735,56,4,503.94,14.72
7323,292,1,1694.18,9.39
280,456,3,1262.37,0.11
7712,204,4,1505.23,48.9
9043,28,1,1584.02,30.46
2855,522,2,109.15,2.21
6314,880,2,904.08,10.36
6704,471,3,64.24,14.12
6104,709,3,1077.3,36.61
2226,663,2,1272.57,22.67
7560,315,4,834.75,34.69
1248,736,2,1436.01,1.6
4546,623,2,2095.71,17.65
9158,552,3,2397.54,6.99
5766,89,3,1110.88,10.74
5511,325,4,1835.42,16.39
225,573,1,859.67,43.07
5897,820,1,2234.85,30.13
1949,265,2,1253.05,11.7
8449,436,1,413.5,19.9
530,266,3,442.96,1.04
2794,764,4,2188.11,16.4
6511,632,1,1170.6,24.54
3833,129,4,703.88,38.82
5235,758,3,1699.24,5.61
1425,651,4,1391.03,42.68
3193,58,2,2400.15,0.32
8954,670,1,1409.74,22.1
6414,524,3,529.97,35.3
1159,243,4,2121.61,6.62
4302,338,3,2122.46,16.98
8310,970,1,2295.78,15.96
6461,432,3,1280.69,4.12
2524,943,3,195.05,38.91
7849,809,1,2240.03,13.7
5631,106,3,1455.82,43.78
8063,66,1,469.13,2.25
4303,355,4,645.0,4.22
5710,638,1,1340.27,43.53
9634,501,1,904.95,9.01
5533,583,1,1243.05,43.44
5306,687,4,2322.98,28.64
110,502,1,1626.5,27.42
1136,107,4,2113.09,12.17
5305,601,4,1960.65,44.4
9973,982,1,2155.62,48.09
6116,362,1,1495.47,36.53
7701,220,1,1413.58,25.74
7141,221,1,880.85,42.74
1141,550,4,1854.4,28.8
9995,769,3,1604.85,19.43
5444,90,3,2014.7,27.25
5825,53,4,33.45,1.56
2875,370,4,1305.65,6.95
138,211,1,1292.41,14.5
2776,745,2,1052.81,42.08
1655,617,3,2424.05,21.03
5984,807,1,2106.25,40.74
6354,325,2,667.74,27.55
1493,9,1,2320.03,1.77
5219,321,4,1515.67,0.62
8150,318,2,1038.06,17.61
203,687,1,1427.75,5.8
8488,93,3,295.52,27.52
2056,11,2,677.5,40.13
2575,541,2,1914.77,42.25
8150,635,1,1378.92,33.07
4726,566,2,1186.16,17.06
8559,769,2,1393.07,11.54
5617,622,2,2286.53,0.58
4659,432,4,1788.51,19.61
6903,467,1,281.06,1.81
9434,223,4,1819.59,0.44
9818,638,2,1670.35,9.2
4572,327,3,1831.21,10.92
5711,62,3,1368.31,4.3
4670,78,3,1295.08,17.13
3822,479,3,942.97,49.63
631,845,2,681.3,38.72
6366,612,4,787.09,29.24
2899,285,3,891.95,4.48
394,505,2,2084.82,21.21
1914,618,1,591.17,26.58
8544,791,4,2307.23,37.66
7949,497,1,2156.72,5.42
6316,742,2,641.41,31.15
3941,261,3,842.76,12.95
8675,541,4,1622.92,41.99
8253,234,4,1587.04,2.29
6416,519,1,760.23,23.97
3112,493,1,1385.92,9.51
9258,536,4,1332.42,27.75
4950,42,2,896.68,20.69
7641,270,1,578.92,23.18
7247,119,3,808.22,14.59
3255,764,2,274.84,34.95
3080,793,3,711.48,23.81
8321,760,3,1863.75,25.5
9728,686,-1,1689.04,18.07
646,851,3,129.65,26.5
9300,493,1,860.27,44.56
1724,767,1,2438.94,7.37
6127,419,2,2046.74,2.84
5308,847,2,1046.31,35.61
4126,270,4,382.52,47.27
9003,294,2,630.99,36.25
8558,74,2,1216.13,39.28
4090,369,1,241.44,3.67
547,109,3,2075.19,34.35
6313,532,1,2264.04,46.25
4732,229,4,1791.24,18.07
1613,807,3,1473.29,35.88
6455,157,3,29.18,5.78
6985,177,1,42.05,9.46
9089,270,2,1853.5,32.71
2639,701,1,442.96,8.04
8638,587,4,1998.65,19.27
2412,684,4,720.81,20.65
8738,743,3,1241.15,27.58
5430,997,1,1539.62,29.13
9079,568,3,1267.8,6.21
9133,376,4,574.28,5.81
7353,769,4,1826.1,45.69
194,240,4,1554.35,7.51
8821,10,2,488.18,28.26
4080,932,1,1472.75,6.87
8128,608,4,1674.52,44.83
7407,850,4,998.38,47.46
1294,855,4,2124.0,27.25
4973,300,2,581.29,33.39
2051,465,2,874.86,16.75
128,743,3,50.11,5.43
1278,672,1,51.28,13.67
9143,512,1,659.92,42.18
3831,177,1,540.99,8.69
7180,556,4,2244.15,19.02
4065,118,1,852.41,28.53
5901,1,3,2119.73,23.82
752,97,3,2052.19,24.34
8291,345,1,1990.27,37.87
166,30,2,2055.78,31.6
7437,319,1,419.9,21.2
9544,202,3,978.8,5.4
9953,244,1,2309.01,7.29
9080,419,2,756.47,20.17
5394,108,3,1544.89,31.53
9298,200,4,2151.49,32.81
7548,918,1,754.71,11.7
3826,153,2,500.88,16.05
3424,771,3,1272.46,17.03
1305,934,3,853.35,16.04
2059,934,2,936.77,26.66
9898,297,3,1181.29,46.79
3242,751,4,676.43,5.82
4565,738,3,618.03,0.86
3607,313,3,178.55,26.05
360,609,4,1646.71,20.12
7270,722,4,2341.42,26.2
4674,0,4,638.48,43.09
9555,407,3,981.14,13.31
9967,458,4,988.09,18.0
5391,793,1,607.46,2.21
2705,47,1,845.44,21.7
6684,35,1,29.07,1.84
5225,534,4,669.36,7.21
3774,712,2,1014.27,16.28
3021,266,0,1641.06,8.4
6913,482,3,2135.14,8.25
8578,258,1,1831.51,22.39
1395,363,1,149.89,2.58
4647,432,2,1680.18,11.68
2760,367,1,91.64,13.48
9942,551,4,2047.43,19.52
4415,588,2,916.69,32.41
9496,828,2,1003.12,17.16
6074,932,2,1592.76,46.85
2959,150,3,452.13,39.49
625,414,2,544.1,45.14
5880,96,2,10.65,1.93
7284,582,4,378.57,9.91
5518,165,4,1531.08,23.11
5965,869,3,649.17,9.64
6527,271,1,330.72,49.43
9175,822,2,228.16,33.0
1001,130,4,1235.77,31.46
8595,691,3,1081.73,37.57
9015,505,3,2186.03,37.49
935,230,2,2164.84,24.19
4539,788,1,1547.1,3.93
3494,371,1,1721.01,26.78
7565,968,3,109.37,16.06
8283,305,2,2407.22,22.03
1372,298,3,334.44,17.77
2265,341,1,672.08,45.9
5872,388,3,1239.48,19.95
7213,629,2,245.04,26.14
1075,574,1,958.92,0.96
9772,855,3,1727.53,25.85
158,783,3,2295.38,0.97
4303,960,4,1455.46,16.87
4315,171,4,578.06,42.87
8224,399,2,2246.69,44.83
5616,669,3,862.63,30.51
4404,510,3,1495.51,25.33
3881,347,3,921.72,42.23
6792,505,3,248.92,9.08
5963,942,3,396.56,23.1
2175,416,3,1776.4,35.86
4039,708,1,1295.32,32.46
4589,746,3,2184.31,41.4
3382,203,1,2281.83,6.38
5616,1,2,442.14,32.58
7816,203,1,119.64,25.82
8728,153,1,1757.53,2.65
4058,359,3,627.12,22.6
1919,133,1,1947.53,29.75
2051,355,2,210.18,39.81
1676,793,3,1091.94,45.18
1018,433,1,1543.92,20.86
3511,407,1,810.63,6.43
8925,142,3,1542.78,48.96
516,701,4,69.44,8.18
2475,242,2,1778.9,47.29
3944,967,4,1001.36,15.37
3460,961,3,1426.61,23.69
5370,493,3,2389.41,18.67
3963,675,1,1572.92,26.32
2901,76,3,1343.68,15.92
3165,803,2,1453.07,19.82
3708,6,2,630.28,25.45
6255,856,4,2299.91,8.74
1383,92,3,1491.75,2.31
8289,384,4,391.77,10.48
3782,740,1,1693.33,28.09
3275,28,3,2492.9,17.84
2061,487,1,1945.5,10.86
9590,684,2,1587.52,41.82
7555,326,1,1780.99,20.89
8969,376,4,448.26,29.35
8309,313,2,1286.29,35.5
971,363,3,1715.59,42.65
9484,863,2,553.14,27.86
2417,258,4,2065.77,20.76
5314,121,4,250.93,20.75
4282,503,2,2187.29,2.13
12,771,4,1776.16,39.88
5461,172,2,2415.24,46.31
1053,475,1,173.6,13.81
9962,113,3,506.38,24.23
2984,464,2,2110.13,15.51
2279,819,2,1097.08,47.91
1143,872,3,1466.56,37.37
6383,702,1,968.38,45.28
5570,554,2,1352.24,45.39
5045,493,2,1977.94,16.69
2080,858,2,1203.61,20.46
1828,640,4,2072.4,36.31
7714,534,3,1535.29,27.96
4532,836,4,301.8,48.13
9242,159,2,1374.38,40.7
7729,732,2,2222.62,19.11
5063,49,4,2020.54,32.31
6284,690,3,1060.38,30.77
1044,664,1,1163.63,18.42
4312,322,0,1586.6,41.6
6360,330,1,242.78,13.12
7475,608,2,1757.48,39.1
4090,685,1,52.9,14.03
800,665,3,1092.07,16.51
4556,949,1,1549.91,0.23
2016,464,1,1057.36,40.1
7980,527,1,1215.4,7.13
582,915,2,1888.94,35.58
6859,406,4,1569.49,47.34
7446,44,1,1285.87,14.91
1181,199,3,1747.19,9.01
8657,643,1,1152.93,44.13
9437,82,4,1045.96,24.95
3761,910,2,413.99,30.35
3373,179,2,316.89,46.09
2171,736,1,1432.23,6.9
7898,75,2,955.68,23.49
2283,258,4,1796.43,6.41
6419,543,3,486.61,25.99
2661,552,1,2229.64,16.42
7385,936,1,1851.91,40.46
7798,813,3,2122.24,1.26
664,300,3,2293.48,10.93
5464,697,4,72.11,5.47
640,549,1,147.51,27.39
1454,898,4,335.77,19.13
9508,846,3,1073.04,24.6
842,126,2,238.8,31.26
141,277,2,219.61,23.52
7893,680,1,1672.37,2.52
2635,549,4,2294.22,32.37
3939,505,4,503.49,6.19
1104,527,2,1521.95,22.34
408,956,1,1908.36,28.3
8280,398,4,125.97,1.97
1719,929,3,853.33,24.09
1053,704,1,791.21,13.26
9243,80,2,1253.01,30.51
2267,873,2,1390.88,3.61
3449,370,1,681.98,20.89
2927,625,3,1473.83,40.02
4979,29,2,243.6,17.61
4504,327,1,149.19,9.04
8457,172,4,1789.91,35.46
4206,296,1,1722.96,20.39
3953,344,3,2387.98,6.82
7429,3,1,951.46,18.21
9978,937,1,1206.33,0.07
8298,27,4,459.97,27.69
9127,646,4,98.87,5.42
3486,407,1,1197.47,9.4
9196,244,3,2465.07,33.37
8902,194,4,2241.64,27.68
8755,157,1,26.5,7.5
9432,372,2,2270.94,35.9
8311,917,1,1062.98,3.98
9962,279,3,127.47,24.29
245,322,4,2298.78,16.57
4594,530,2,449.92,15.53
2801,587,2,1855.65,36.09
5267,902,4,899.99,33.22
1320,378,2,1732.79,7.35
1711,626,4,288.96,28.39
8942,753,2,1063.58,17.39
7201,441,2,948.23,36.31
7388,511,3,1149.13,36.22
7083,935,2,245.4,47.89
2404,357,1,322.07,21.29
1061,69,2,2484.02,37.46
9582,582,4,2279.32,25.85
310,41,3,18.84,5.28
9799,419,1,1386.93,25.85
380,41,3,,35.86
4981,186,1,88.81,15.23
6374,971,4,660.17,0.7
1821,782,1,873.86,35.67
5867,608,4,1026.46,48.22
8702,147,4,1846.96,38.68
5377,975,2,1449.11,5.9
2475,276,1,,24.13
7564,950,4,1119.67,9.37
7762,624,4,2142.04,7.17
6612,375,1,1353.4,24.42
4453,634,4,2074.18,47.02
6921,384,1,1843.31,35.74
5659,543,3,449.79,35.19
2652,278,1,626.38,21.04
2438,617,2,2174.74,31.86
7400,244,3,1773.99,3.72
5915,832,4,2179.64,13.73
5108,496,4,873.01,23.52
3608,572,2,1774.3,6.45
2873,327,3,1636.43,12.54
1684,439,1,460.28,35.82
7105,702,3,978.44,35.21
1273,202,2,1650.06,30.42
1036,457,2,308.55,2.89
3375,54,3,945.02,9.05
859,367,2,158.18,12.89
8567,113,2,1956.42,6.82
6237,647,3,1622.48,44.23
9399,474,3,1168.26,27.28
6093,373,3,1153.62,12.65
2594,135,4,1282.85,9.72
7517,48,2,2343.02,12.33
4098,32,1,843.33,12.89
5154,128,4,1576.6,15.33
483,530,4,1522.49,16.74
6415,992,2,1767.16,31.76
7474,782,4,49.39,7.94
3323,733,3,1772.16,22.94
5865,210,1,953.47,29.55
6823,577,3,2225.26,12.85
4038,662,1,934.83,38.14
1141,737,3,853.79,46.7
8721,133,4,1064.86,49.58
2372,737,4,670.4,10.06
9827,839,2,816.37,43.43
1820,487,1,602.01,22.11
7435,987,1,41.79,1.29
9267,245,3,373.89,25.52
7730,530,2,925.53,8.46
4980,395,3,2318.15,46.37
9548,638,3,2210.69,11.39
509,932,1,51.15,1.16
2108,492,3,1278.78,24.12
94,532,1,1022.81,39.94
281,85,3,1834.07,34.13
9000,961,2,1987.99,27.29
1145,511,4,194.73,12.35
500,101,4,1835.42,15.37
5386,364,4,1276.01,10.57
5227,48,1,1234.38,6.51
3917,629,1,1287.04,46.63
4130,902,3,534.65,12.43
4075,209,1,66.88,226.05
4872,636,2,1138.53,44.18
1403,167,4,1080.58,17.12
9359,644,1,1383.58,32.47
1933,130,4,982.97,0.44
2434,539,2,1856.83,13.37
9094,326,2,1500.65,37.03
5240,404,3,544.82,25.8
999999,702,2,515.42,16.73
9282,311,4,2341.32,1.67
7995,881,2,804.01,29.52
7823,797,2,196.84,48.4
904,76,3,2126.65,37.65
9043,182,1,447.69,16.96
6591,326,3,1761.17,26.38
55,746,3,1700.3,25.75
6861,722,2,588.22,11.93
8357,263,1,1298.51,6.24
9091,517,4,178.55,11.96
4074,806,3,293.24,22.08
1176,835,1,221.15,22.23
6377,554,3,382.41,9.32
5260,159,3,1373.43,28.86
7452,942,1,712.71,49.29
3907,750,3,299.96,23.95
5413,68,1,868.83,16.98
1964,366,1,1775.07,25.68
5333,117,3,27.78,8.25
8521,436,3,2412.84,44.76
1106,179,3,650.36,0.83
6069,815,3,276.12,41.69
7914,578,1,428.87,13.07
1449,712,1,236.45,21.78
8925,626,2,1408.06,10.8
2417,817,4,561.5,11.55
1130,935,2,71.02,12.87
4908,152,2,476.21,4.93
3017,123,1,1230.09,34.39
2504,986,1,455.91,23.95
5949,259,3,516.74,14.39
1792,242,4,308.0,48.8
8412,487,4,477.23,40.15
8951,362,3,2239.95,34.07
867,377,4,209.07,8.8
8835,346,4,568.99,25.27
2796,25,2,703.98,22.19
5969,415,4,1588.87,49.8
7803,265,1,305.87,15.16
8234,965,4,2240.97,32.01
5281,671,4,402.89,33.09
1213,121,4,773.75,11.88
5883,885,3,2124.85,36.57
6827,594,2,2388.1,24.61
2660,638,2,940.03,26.94
7304,139,3,1431.85,20.28
2339,451,2,698.92,4.6
2102,185,4,624.32,38.03
1572,680,3,1545.04,1.48
1904,419,4,1176.55,19.35
7782,218,2,6.56,0.14
7156,728,2,1146.92,9.52
8136,23,1,262.79,42.97
7699,387,4,969.12,7.12
8073,227,1,2248.8,1.27
2297,370,1,1953.92,39.44
5789,341,3,2484.05,26.74
9259,818,2,287.86,29.98
3706,268,4,991.96,18.59
2410,157,2,1883.85,24.21
9778,746,2,483.22,40.49
1147,790,1,1545.65,34.48
7131,575,2,1090.88,43.59
6179,312,1,648.97,12.5
5297,145,4,1193.68,26.63
5665,519,4,422.98,39.0
7700,759,4,1171.94,37.34
9239,968,4,992.93,0.01
872,716,4,501.93,17.5
9814,213,4,2409.92,49.75
8975,268,1,219.31,38.11
3899,668,2,2065.88,1.14
8388,583,1,548.21,23.12
8840,610,4,398.61,18.49
3551,583,2,1595.89,25.6
2630,761,1,2384.82,18.18
3243,565,1,1891.7,48.55
6505,478,1,1598.02,16.07
3230,278,4,695.44,16.36
6340,899,1,1829.41,43.89
6611,437,2,125.4,11.41
6344,637,1,13.92,1.89
1921,834,3,518.77,34.27
4786,783,4,2151.65,24.97
85,647,3,1474.78,38.42
3556,964,3,711.3,20.93
4306,636,4,412.9,22.18
1083,393,1,490.73,4.84
4292,269,2,555.25,41.77
9413,933,2,2219.31,1.46
1593,300,4,1092.05,49.84
2558,441,4,2418.89,13.37
9675,503,4,59.05,7.69
4839,571,3,657.82,37.06
525,939,3,2195.73,41.37
8646,951,4,199.54,10.47
8002,564,3,1688.8,8.67
2153,98,4,531.62,48.96
6331,33,1,285.25,41.34
5173,192,1,939.68,8.31
4307,595,1,2277.73,35.61
9788,793,3,443.93,22.62
5662,764,4,786.51,47.86
273,583,4,259.79,15.11
8855,754,2,1147.96,27.93
3067,666,2,2169.66,46.42
82,36,3,1424.16,25.04
7405,655,3,2417.42,30.21
3440,556,2,1395.72,33.44
9674,575,2,794.44,1.82
9415,415,1,564.71,13.35
9968,808,3,972.47,25.72
6528,313,4,1429.21,13.95
6588,953,3,827.59,48.73
1081,547,1,1808.19,11.08
325,437,4,1643.66,3.37
9833,713,1,1335.43,19.37
4486,25,1,39.0,1.72
7146,45,1,197.14,13.62
3173,249,1,2074.14,44.71
6774,945,3,1811.06,37.52
4445,117,1,2043.48,14.8
6570,613,4,1886.87,29.28
3622,699,2,473.11,46.8
9367,509,3,409.08,1.72
9259,943,4,2145.98,19.78
4014,968,3,1379.82,33.81
5981,432,4,1089.29,16.22
306,756,2,754.03,2.63
966,211,4,1596.1,38.78
373,309,2,2455.92,48.93
5082,78,3,2273.31,49.92
1196,99,4,100.14,26.57
3756,211,2,2230.66,16.28
9532,21,4,2095.35,2236.57
8094,225,3,1907.0,45.32
5236,415,3,978.02,40.45
